,server_name,point_winner,num_shot,how,Service,tension_score,10_last_ALCARAZ,serve_side,SINNER_avg_vx,SINNER_avg_vy,SINNER_max_vx,SINNER_max_vy,SINNER_avg_v,SINNER_max_v,SINNER_avg_power,SINNER_max_power,ALCARAZ_avg_vx,ALCARAZ_avg_vy,ALCARAZ_max_vx,ALCARAZ_max_vy,ALCARAZ_avg_v,ALCARAZ_max_v,ALCARAZ_avg_power,ALCARAZ_max_power,SINNER_avg_speed,SINNER_max_speed,SINNER_avg_depth,SINNER_lift_pct,SINNER_avg_laterality,SINNER_speed_std,SINNER_depth_std,SINNER_laterality_std,ALCARAZ_avg_speed,ALCARAZ_max_speed,ALCARAZ_avg_depth,ALCARAZ_lift_pct,ALCARAZ_avg_laterality,ALCARAZ_speed_std,ALCARAZ_depth_std,ALCARAZ_laterality_std,ALCARAZ__service_speed,ALCARAZ__service_laterality,ALCARAZ__service_depth,SINNER__service_speed,SINNER__service_laterality,SINNER__service_depth,service_int,serve_side_int,server_name_int,target,pred_prob_alcaraz,momentum_point_alcaraz,momentum_point_sinner,momentum_smooth_alcaraz,momentum_smooth_sinner,rolling_momentum_alcaraz
16,ALCARAZ,SINNER,9,ERROR,1st Serve,27,40.0,Right,5.3963705103969755,6.174272211720228,19.65599999999999,19.655999999999988,10.820442164623165,25.16631086377425,84.53788068165164,333.31999999999994,5.923100189035917,9.750793950850662,14.4,25.56,16.003288368193257,34.9770940493394,163.0244850417195,650.8611111111111,82.91026736517591,117.96711937065119,76.94572991165336,75.0,63.91251518833536,35.12992935735052,10.828223321493613,35.57013455786522,107.45212289433009,156.30926482345518,62.83831159725144,66.66666666666666,43.86391251518834,62.97189538258501,31.526713257657462,6.94610251662525,198.28732196531786,84.44714459295261,87.82201405152225,0.0,0.0,0.0,1,1,1,0,0.07180589,-0.8563882,0.8563882,-0.47803632002440855,0.47803632002440855,-0.16846458478407425
17,ALCARAZ,ALCARAZ,6,ERROR,1st Serve,27,40.0,Left,5.792835365853659,6.845396341463415,15.947999999999983,16.919999999999998,11.007621288482508,20.529761935644782,94.6371888888889,334.36000000000007,5.34859756097561,7.665274390243902,12.24,19.1736,14.21966348847736,23.08345413192521,145.33048803418802,526.7000000000003,102.33758288819212,125.71058316768682,89.01977282288598,33.33333333333333,42.04131227217497,33.05441398861154,10.649736123886578,20.44853146080174,114.78913528236191,146.23156376899814,64.61926798485486,100.0,65.12758201701094,44.46630879974711,22.66787409609378,25.603623425709742,212.91267557478074,7.168894289185905,72.6775956284153,0.0,0.0,0.0,1,0,1,1,0.9805752,0.9611504,-0.9611504,-0.16895936805049414,0.16895936805049414,-0.07433000206947327
18,ALCARAZ,SINNER,3,ERROR,2nd Serve,17,40.0,Right,5.737,3.7306666666666666,12.24,10.228499999999999,8.56766580286609,15.16567591835947,42.92768518518518,136.96800000000002,3.6653333333333333,6.479,9.0,17.640000000000004,10.951307648798949,21.22484095181894,111.17752234993615,391.20000000000016,121.16703641391524,121.16703641391524,78.71266302061422,100.0,20.291616038882136,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,166.0003091938639,30.012150668286758,74.7072599531616,0.0,0.0,0.0,2,1,1,0,0.00998885,-0.9800223,0.9800223,-0.34060846561605107,0.34060846561605107,-0.1439986412341778
19,ALCARAZ,ALCARAZ,6,ERROR,2nd Serve,31,40.0,Left,5.291506849315068,5.2026369863013695,14.039999999999997,14.561999999999998,9.781870952012852,18.566186451608253,79.25073144944254,256.6719999999999,3.5507876712328765,5.593458904109589,10.601999999999997,15.790499999999998,11.201017266569455,19.04212671033134,87.35051806997309,328.25000000000006,125.53150828880567,125.61525341203473,63.86201093815734,100.0,42.162818955042525,0.1184334890531494,13.743514215741904,44.33379089820881,93.02941805200933,106.49700474660752,55.53218342448464,50.0,50.18226002430134,19.04604375593619,3.986214079890512,12.71589351343974,167.99567912018554,49.93924665856622,73.92661982825918,0.0,0.0,0.0,2,0,1,1,0.9112817,0.8225634,-0.8225634,-0.09727204141705202,0.09727204141705202,-0.07495849473135811
20,ALCARAZ,SINNER,3,ERROR,2nd Serve,27,40.0,Right,5.997765957446809,5.045106382978724,11.16,11.285999999999998,8.949204449554768,15.258487828375847,40.65242063492063,122.72,4.4518085106382985,8.300106382978724,8.045999999999998,22.805999999999997,13.4742005002519,28.141252679265556,186.62599206349205,901.0000000000002,115.49734055413343,115.49734055413343,62.978544383676905,100.0,38.76063183475091,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,170.70719054635725,21.74969623329283,70.49180327868852,0.0,0.0,0.0,2,1,1,0,0.03738663,-0.92522675,0.92522675,-0.26890166320606257,0.26890166320606257,-0.13164304494857787
21,ALCARAZ,ALCARAZ,2,RETURN WINNER,1st Serve,35,30.0,Left,6.037692307692309,6.304615384615387,13.032,14.796000000000001,11.60285003465845,16.775063516816648,64.10243827160494,166.32777777777773,2.5199999999999996,8.821538461538463,5.796000000000001,18.144000000000005,11.659607279313134,18.220165826733073,125.08482831790123,341.5,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.7510816378761,95.86877278250304,84.07494145199064,0.0,0.0,0.0,1,0,1,1,0.97987914,0.9597583,-0.9597583,-0.016052605973718822,0.016052605973718822,-0.06343046203255653
22,ALCARAZ,ALCARAZ,5,WINNER,2nd Serve,27,40.0,Right,7.926346153846155,7.331769230769232,18.0,17.297999999999995,13.215702532650072,23.598504224127986,134.87464169909208,490.56799999999987,3.6807692307692306,9.214038461538461,8.525999999999998,24.43679999999999,13.730961039741734,31.039040100070782,157.75049989191524,641.1749999999995,82.97499865407403,108.06927168393749,77.02986958350863,50.0,15.674362089914945,35.48866125672628,0.0,0.0,150.21566619334047,157.75648677496073,69.12074042911232,100.0,68.52976913730255,10.664330737949552,24.27425887455712,23.885259437407072,159.70967013637997,21.506682867557718,65.807962529274,0.0,0.0,0.0,2,1,1,1,0.9958758,0.99175155,-0.99175155,0.1901515298939264,-0.1901515298939264,-0.001360931817223044
23,ALCARAZ,ALCARAZ,6,ERROR,1st Serve,22,40.0,Right,6.635165562913906,5.02182119205298,16.2,15.736499999999998,10.315386131125534,18.87672496329952,79.2316425120773,297.49199999999985,5.379503311258278,9.259231788079468,16.560000000000002,22.36885714285713,56.09903033713055,316.6866281461289,160.18014794001334,561.5249999999985,138.21304448385047,158.19109666692162,83.17206562894404,100.0,38.03159173754557,28.253232347096638,13.565027018134858,52.58193804206162,127.81188442936644,147.4749295680506,67.39587715607908,100.0,30.012150668286758,27.807745112681506,0.4164701277497501,31.961570182429607,197.5321752429517,80.07290400972053,88.44652615144419,0.0,0.0,0.0,1,1,1,1,0.8543338,0.70866764,-0.70866764,0.29575717324281087,-0.29575717324281087,0.03808509972360399
24,SINNER,SINNER,4,ERROR,1st Serve,27,50.0,Right,3.174150943396227,7.529622641509433,9.36,19.475999999999996,10.523671050181415,20.297608831323714,96.5347800925926,334.62,10.82924528301887,7.547735849056602,21.959999999999997,19.15199999999999,16.792496858596547,29.30455162703091,134.94639200498574,424.4236111111113,113.67801852408762,113.67801852408762,77.78712663020613,100.0,79.5868772782503,0.0,0.0,0.0,132.79631320212883,132.79631320212883,54.816996213714766,100.0,44.8359659781288,0.0,0.0,0.0,0.0,0.0,0.0,201.840257780619,78.37181044957472,85.3239656518345,1,1,0,0,0.03520256,-0.9295949,0.9295949,0.04710328350937215,-0.04710328350937215,-0.012845425229323538
25,SINNER,ALCARAZ,11,ERROR,2nd Serve,17,50.0,Left,6.412302936630603,4.916476043276662,15.371999999999977,15.731999999999974,10.23344884898858,21.847535505493017,76.81033794858523,268.24199999999996,3.499938176197836,7.0827820710973715,9.251999999999976,16.81199999999998,11.42971033914685,21.323457560715454,103.78436098171152,398.88749999999993,122.86376156154824,153.5131960936703,82.79343710559529,100.0,33.29283110571082,22.306855576023008,11.87025600454479,27.581392520180174,117.77479916963553,151.5480075608851,83.0710980227177,100.0,46.97448359659781,20.72132459625959,16.52358346402636,21.714981425725544,0.0,0.0,0.0,164.10799877757563,53.34143377885784,86.88524590163934,2,0,0,1,0.9488429,0.89768577,-0.89768577,0.21920396582753748,-0.21920396582753748,0.032681134343147275
26,SINNER,ALCARAZ,7,ERROR,1st Serve,17,60.0,Right,8.797011834319527,5.741360946745563,19.44,16.25399999999999,13.213065715204438,23.60339805414131,131.36669237147595,470.9813333333335,6.656982248520711,8.514408284023672,16.2,23.857199999999985,14.930839201008276,29.24037927843137,156.27325103648425,644.4796875000003,62.71699456266285,82.04708985653514,54.22801851072781,50.0,30.741190765492103,27.336882926558523,0.0,0.0,141.4092434359753,165.91375295738985,54.452390969008555,100.0,66.70716889428918,24.083544007182507,20.43647379898946,11.452609154749142,0.0,0.0,0.0,205.51223224454844,76.67071688942892,79.5472287275566,1,1,0,1,0.7586812,0.51736236,-0.51736236,0.279390769178225,-0.279390769178225,0.009027853608131409
27,SINNER,ALCARAZ,12,WINNER,1st Serve,31,70.0,Left,8.355043227665707,8.67108069164265,18.36,23.88600000000001,14.975311679680184,29.082381495950337,166.37880596558932,626.5999999999999,4.665,7.019870317002882,12.366000000000009,21.240000000000002,11.79403291701419,24.9130674816677,101.62570348930696,409.9999999999999,118.21110394145083,138.93025182588383,76.4619267984855,80.0,50.06075334143379,35.72082887904917,20.836803687765318,23.599838602779627,87.94409477479495,120.8297620422594,62.263357172907035,66.66666666666666,65.77561765897124,33.40142583162617,25.469663777877088,31.293259274579835,0.0,0.0,0.0,197.44715770937302,77.39975698663426,86.88524590163934,1,0,0,1,0.9561391,0.9122782,-0.9122782,0.4069091701362452,-0.4069091701362452,0.09968529641628265
28,SINNER,SINNER,2,RETURN WINNER,1st Serve,35,70.0,Right,2.8007692307692307,6.92,6.192,25.956,10.091620953225819,29.632551030584978,153.80053240740742,783.9650000000004,9.589230769230769,8.238461538461538,16.2,25.956000000000007,16.25358243979457,26.454165217854772,115.33984375,326.40625000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.33649473104805,91.00850546780073,69.08665105386417,1,1,0,0,0.020347875,-0.9593043,0.9593043,0.13204396368548166,-0.13204396368548166,0.008392280340194702
29,SINNER,SINNER,2,RETURN WINNER,2nd Serve,35,70.0,Left,1.8358333333333334,6.19,3.4425,18.810000000000002,9.54861571932173,23.338011538557556,155.68069023569024,748.7479999999995,6.359166666666667,6.3566666666666665,18.54,12.239999999999998,14.849042344498141,27.051137108263045,153.19339225589223,476.4999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.10266462481462,4.495747266099635,88.2903981264637,2,0,0,0,0.014791231,-0.97041756,0.97041756,-0.08949452682323476,0.08949452682323476,-0.0416425496339798
